Index,organism,causal_gene_name,Arabidopsis_thaliana,Glycine_max,Brassica_rapa,Solanum_lycopersicum,Oryza_sativa_Japonica,Oryza_sativa_Indica,Setaria_italica,Zea_mays,Sorghum_bicolor,Brachypodium_distachyon,Hordeum_vulgare,ortholog group,Trait,Trait_Category
216,Arabidopsis_thaliana,FRD3 (FERRIC REDUCTASE DEFECTIVE3),AT3G08040,"GLYMA09G15550.2,GLYMA12G36610.1,GLYMA12G36620.2,GLYMA13G27300.2,GLYMA15G43021.1","Bra001282.1-P,Bra001283.1-P,Bra029694.1-P,Bra040047.1-P",Solyc01g087150.2.1,"LOC_Os01g69010.1_,LOC_Os03g11734.1","BGIOSGA005059-PA,BGIOSGA011208-PA",Si034942m,"GRMZM2G163154,GRMZM2G418400","Sb01g042740.1,Sb03g043890.1",BRADI1G69770.1,MLOC_66238.1,COG0534,Metal_tolerance,abiotic_stress_response
217,Arabidopsis_thaliana,heavy metal atpase3 (HMA3),AT4G30120,,"Bra011165.1-P,Bra024103.1-P",Solyc07g009130.2.1,"LOC_Os06g48720,LOC_Os07g12900.1","BGIOSGA020589-PA,BGIOSGA024568-PA","Si005738m,Si028881m,Si033111m","AC205008.4_FGP002,GRMZM2G099191,GRMZM2G175576,GRMZM2G455491","Sb02g006940.1,Sb02g006950.1,Sb10g028920.1","BRADI1G34140.1,BRADI1G53670.1","MLOC_10131.1,MLOC_18862.4,MLOC_52795.2",COG2217,Metal_tolerance,abiotic_stress_response
218,Arabidopsis_thaliana,heavy metal atpase4 (HMA4),AT2G19110,,"Bra024449.1-P,Bra038842.1-P",Solyc07g009130.2.1,"LOC_Os06g48720.1,LOC_Os07g12900.1","BGIOSGA020589-PA,BGIOSGA024568-PA","Si005738m,Si028881m,Si033111m","AC205008.4_FGP002,GRMZM2G099191,GRMZM2G175576,GRMZM2G455491","Sb02g006940.1,Sb02g006950.1,Sb10g028920.1","BRADI1G34140.1,BRADI1G53670.1","MLOC_10131.1,MLOC_18862.4,MLOC_52795.2",COG2217,Metal_tolerance,abiotic_stress_response
219,Arabidopsis_thaliana,heavy metal atpase5 (HMA5),AT1G63440,,Bra027641.1-P,,,,,GRMZM2G035459,,,,COG2217,Metal_tolerance,abiotic_stress_response
220,Arabidopsis_thaliana,Molybdenum transporter1 (MOT1),AT2G25680,"GLYMA04G07690.1,GLYMA06G07780.1,GLYMA14G16610.2,GLYMA17G29830.2,GLYMA17G29850.2,GLYMA17G29950.1","Bra007781.1-P,Bra011159.1-P",Solyc10g084680.1.1,LOC_Os08g01120.1,"BGIOSGA027829-PA,BGIOSGA027831-PA",Si035427m,GRMZM2G083156,Sb01g016450.1,BRADI2G08130.1,MLOC_61355.1,ENOG410XTGP,Metal_tolerance,abiotic_stress_response
221,Arabidopsis_thaliana,metal tolerance protein1,AT2G46800,,"Bra000432.1-P,Bra004506.1-P,Bra040484.1-P",,,,,,,,,COG1230,Metal_tolerance,abiotic_stress_response
222,Arabidopsis_thaliana,mucilage-modified 2 (mum2),AT5G63800,"GLYMA04G38580.2,GLYMA05G32841.1,GLYMA06G16430.1,GLYMA08G00470.1",Bra024237.1-P,,LOC_Os05g35360.1,BGIOSGA018014-PA,"Si004751m,Si021244m,Si024535m","AC234152.1_FGP005,GRMZM2G153194,GRMZM2G153200","Sb07g001163.1,Sb09g021140.1","BRADI2G24670.1,BRADI2G56597.1","MLOC_36885.12,MLOC_51278.2",COG1874,Mucilage_(seeds),other
223,Arabidopsis_thaliana,Epithiospecifier Modifier1 (ESM1),AT3G14210,,"Bra027358.1-P,Bra027359.1-P",,,,,,,,,ENOG41106MS,Nitrile_content,abiotic_stress_response
224,Arabidopsis_thaliana,KCS18,AT4G34520,,Bra034635.1-P,,"LOC_Os01g34560.1,LOC_Os04g02640.1","BGIOSGA003684-PA,BGIOSGA015785-PA","Si001213m,Si010043m,Si012532m",GRMZM2G060481,"Sb03g023131.1,Sb06g001920.1","BRADI1G44840.1,BRADI2G40410.1",MLOC_45058.1,COG3424,Oil_composition,color_texture_flavor_and_fragrance
225,Arabidopsis_thaliana,RAC1,At1G31540,"GLYMA12G19435.1,GLYMA18G53131.1,GLYMA02G09801.1",Bra004192.1-P,Solyc02G086350.2.1,LOC_Os01g49740.1,BGIOSGA004247-PA,Si000605m,GRMZM2G146878,Sb03g031810.1,BRADI2G47130.1,MLOC_63421.1,ENOG410JN8Q,Pathogen_resistance,biotic_stress_response
226,Arabidopsis_thaliana,RLM1,AT1G64070,,,,,,,,,,,ENOG410ZQRA,Pathogen_resistance,biotic_stress_response
227,Arabidopsis_thaliana,RLM2 cluster,At4G15160,,Bra039563.1-P,,,,,,,,,COG0638,Pathogen_resistance,biotic_stress_response
228,Arabidopsis_thaliana,RLM3,AT4G16990,,"Bra029443.1-P,Bra021754.1-P,Bra025467.1-P,Bra006094.1-P,Bra010663.1-P,Bra010496.1-P,Bra006146.1-P,Bra038872.1-P,Bra002117.1-P,Bra028499.1-P,Bra017807.1-P,Bra010589.1-P,Bra006556.1-P,Bra023670.1-P,Bra027778.1-P,Bra012688.1-P,Bra027660.1-P,Bra027510.1-P,Bra040210.1-P,Bra019273.1-P,Bra019410.1-P,Bra036417.1-P,Bra017542.1-P,Bra023647.1-P,Bra017544.1-P,Bra003997.1-P,Bra032045.1-P",,,,,,,,,ENOG410IGA8,Pathogen_resistance,biotic_stress_response
229,Arabidopsis_thaliana,RPM1,AT3G07040,"GLYMA09G34360.2,GLYMA06G46830.1,GLYMA01G01420.1,GLYMA20G08340.1,GLYMA06G46800.2,GLYMA09G34381.1,GLYMA06G46810.1,GLYMA08G41800.2,GLYMA01G01400.1",,"Solyc01g086810.2.1,Solyc08g005440.2.1","LOC_Os07g08890.1,LOC_Os04g21890.1,LOC_Os07g40810.1,LOC_Os10g21400.1,LOC_Os10g04674.1,LOC_Os04g46300.1,LOC_Os10g07534.1,LOC_Os08g32880.1,LOC_Os06g48520.1","BGIOSGA032578-PA,BGIOSGA016070-PA,BGIOSGA028698-PA,BGIOSGA023959-PA","Si009314m,Si008124m,Si005193m,Si000229m,Si031978m,Si005798m,Si028865m,Si005799m","GRMZM2G162098,GRMZM2G105428,GRMZM2G077937,GRMZM2G091672,GRMZM2G091696","Sb01g028490.1,Sb02g038425.1,Sb10g028730.1,Sb02g004900.1,Sb06g024420.1,Sb03g036150.1,Sb10g028720.1","BRADI4G14697.1,BRADI4G09247.1,BRADI5G01167.1,BRADI1G22500.1,BRADI5G17527.1","MLOC_67526.2,MLOC_1192.1,MLOC_20874.1,MLOC_56324.1,MLOC_17579.2",ENOG411BG27,Pathogen_resistance,biotic_stress_response
230,Arabidopsis_thaliana,RPP1-WsA,AT3G44670,,"Bra019409.1-P,Bra020861.1-P",,,,,,,,,ENOG410BYK9,Pathogen_resistance,biotic_stress_response
231,Arabidopsis_thaliana,RPP1-WsB,AT3G25510,"GLYMA12G15850.2,GLYMA06G41430.1,GLYMA12G16450.1,GLYMA06G40710.1,GLYMA06G40950.1,GLYMA06G40980.1,GLYMA06G41241.1,GLYMA06G43850.1,GLYMA06G41290.2,GLYMA06G40690.1,GLYMA06G41380.2,GLYMA06G40780.1","Bra036413.1-P,Bra010590.1-P,Bra019409.1-P,Bra020861.1-P,Bra022850.1-P","Solyc05G006630.2.1,Solyc11G011090.1.1",,,Si026026m,,"Sb05g025450.1,Sb05g025470.1",BRADI2G41920.1,"MLOC_7267.3,MLOC_77255.1",ENOG410J606,Pathogen_resistance,biotic_stress_response
232,Arabidopsis_thaliana,RPP1-WsC,AT3G44480,,"Bra019409.1-P,Bra020861.1-P",,,,,,,,,ENOG410BYK9,Pathogen_resistance,biotic_stress_response
233,Arabidopsis_thaliana,RPP13,AT3G46530,,Bra037123.1-P,"Solyc04G009690.1.1,Solyc04G009130.2.1,Solyc04G009290.1.1,Solyc04G009240.1.1,Solyc04G009250.1.1,Solyc04G009110.1.1,Solyc04G009260.1.1,Solyc04G009660.2.1,Solyc04G009150.1.1,Solyc04G009120.1.1,Solyc04G026110.2.1",,,,,,,,ENOG411BQQH,Pathogen_resistance,biotic_stress_response
234,Arabidopsis_thaliana,RPP2A,At4G19500,GLYMA16G03780.1GLYMA06G46665.1GLYMA20G02472.1GLYMA20G10833.1GLYMA15G02870.1GLYMA02G43630.2GLYMA13G03770.1GLYMA14G05321.1GLYMA01G03964.1GLYMA01G03980.2GLYMA01G03921.1GLYMA11G21361.1GLYMA01G04000.1,Bra036799.1-PBra022039.1-PBra012541.1-PBra023632.1-PBra013959.1-PBra029431.1-PBra022034.1-PBra022037.1-PBra012689.1-P,"Solyc04g007320.1.1,Solyc07g055380.1.1,Solyc04g056570.2.1,Solyc02g082050.2.1",,,,,,,,ENOG410J6H3,Pathogen_resistance,biotic_stress_response
235,Arabidopsis_thaliana,RPP2B,At4G19510,,Bra000759.1-P,,,,,,,,,ENOG4112BMQ,Pathogen_resistance,biotic_stress_response
236,Arabidopsis_thaliana,RPP4,AT4G16860,,"Bra029443.1-P,Bra021754.1-P,Bra025467.1-P,Bra006094.1-P,Bra010663.1-P,Bra010496.1-P,Bra006146.1-P,Bra038872.1-P,Bra002117.1-P,Bra028499.1-P,Bra017807.1-P,Bra010589.1-P,Bra006556.1-P,Bra023670.1-P,Bra027778.1-P,Bra012688.1-P,Bra027660.1-P,Bra027510.1-P,Bra040210.1-P,Bra019273.1-P,Bra019410.1-P,Bra036417.1-P,Bra017542.1-P,Bra023647.1-P,Bra017544.1-P,Bra003997.1-P,Bra032045.1-P",,,,,,,,,ENOG410IGA8,Pathogen_resistance,biotic_stress_response
237,Arabidopsis_thaliana,RPP5,AT4G16950,,"Bra029443.1-P,Bra021754.1-P,Bra025467.1-P,Bra006094.1-P,Bra010663.1-P,Bra010496.1-P,Bra006146.1-P,Bra038872.1-P,Bra002117.1-P,Bra028499.1-P,Bra017807.1-P,Bra010589.1-P,Bra006556.1-P,Bra023670.1-P,Bra027778.1-P,Bra012688.1-P,Bra027660.1-P,Bra027510.1-P,Bra040210.1-P,Bra019273.1-P,Bra019410.1-P,Bra036417.1-P,Bra017542.1-P,Bra023647.1-P,Bra017544.1-P,Bra003997.1-P,Bra032045.1-P",,,,,,,,,ENOG410IGA8,Pathogen_resistance,biotic_stress_response
238,Arabidopsis_thaliana,RPP8,AT5G43470,,Bra018448.1-P,,,,,,,,,ENOG411C0JY,Pathogen_resistance,biotic_stress_response
239,Arabidopsis_thaliana,RPS2,AT3G03600,,Bra031984.1-P,Solyc01g081520.2.1,"LOC_Os12g33954.1,LOC_Os12g34092.1,LOC_Os12g34154.1",,Si020736m,"GRMZM2G065626,GRMZM2G106039,GRMZM2G155363,GRMZM5G851130",,,,COG0052,Pathogen_resistance,biotic_stress_response
240,Arabidopsis_thaliana,RPS4,AT5G45250,,Bra027599.1-P,,,,,,,,,ENOG410JS6A,Pathogen_resistance,biotic_stress_response
241,Arabidopsis_thaliana,RPS5,AT1G12220,,Bra015597.1-P,,,,,,,,,ENOG411C5CK,Pathogen_resistance,biotic_stress_response
242,Arabidopsis_thaliana,RRS1,AT5G45260,,Bra027598.1-P,,,,,,,,,ENOG410ZRAD,Pathogen_resistance,biotic_stress_response
243,Arabidopsis_thaliana,WRR4,AT1G56510,,"Bra029443.1-P,Bra021754.1-P,Bra025467.1-P,Bra006094.1-P,Bra010663.1-P,Bra010496.1-P,Bra006146.1-P,Bra038872.1-P,Bra002117.1-P,Bra028499.1-P,Bra017807.1-P,Bra010589.1-P,Bra006556.1-P,Bra023670.1-P,Bra027778.1-P,Bra012688.1-P,Bra027660.1-P,Bra027510.1-P,Bra040210.1-P,Bra019273.1-P,Bra019410.1-P,Bra036417.1-P,Bra017542.1-P,Bra023647.1-P,Bra017544.1-P,Bra003997.1-P,Bra032045.1-P",,,,,,,,,ENOG410IGA8,Pathogen_resistance,biotic_stress_response
244,Arabidopsis_thaliana,ACD6 = ACCELERATED CELL DEATH 6,AT4G14400,,Bra034211.1-P,,,,,,,,,ENOG411BZQV,Plant_defense_Vs_Growth,development
245,Arabidopsis_thaliana,GIBBERELLIC ACID REQUIRING 1 (GA1),AT4G02780,"GLYMA03G31080.2,GLYMA03G31111.1,GLYMA19G33951.1","Bra000864.1-P,Bra036239.1-P",Solyc06g084240.1.1,"LOC_Os02g17780.1,LOC_Os02g36210.1,LOC_Os04g09900.1","BGIOSGA006694-PA,BGIOSGA008469-PA,BGIOSGA015502-PA","Si019171m,Si029001m,Si038735m,Si040211m","AC218998.2_FGP011,GRMZM2G044481,GRMZM2G068808,GRMZM2G081554","Sb01g021990.1,Sb05g022290.1",,"MLOC_11775.1,MLOC_5926.3,MLOC_5927.6",ENOG410XNXR,Plant_morphology_(flowers),development
246,Arabidopsis_thaliana,phytochrome D (PHYD),AT4G16250,"GLYMA09G03990.1,GLYMA15G14980.1",,"Solyc01g059870.2.1,Solyc05g053410.2.1",LOC_Os03g19590.1,,Si033968m,"GRMZM2G092174,GRMZM2G124532",Sb01g037340.1,BRADI1G64360.1,MLOC_9834.1,COG4251,"Pleiotropic_effects:_increased_petiole_length,_reduced_cotyledon_area_and_anthocyanin_accumulation_in_seedling_stems,_diminished_effect_of_end-of-day_pulse_of_far_red_light_on_hypocotyl_elongation,_decrease_in_number_of_rosette_leaves_at_onset_of_flowering",development
247,Arabidopsis_thaliana,ERECTA,AT2G26330,"GLYMA16G32830.1,GLYMA20G29011.1,GLYMA17G34380.1,GLYMA06G05900.4,GLYMA09G27950.1,GLYMA10G38730.1,GLYMA14G11220.1","Bra009287.1-P,Bra007759.1-P","Solyc08g061560.2.1,Solyc03g007050.2.1","LOC_Os06g03970.1,LOC_Os06g10230.1","BGIOSGA022235-PA,BGIOSGA021705-PA","Si005782m,Si005775m,Si016227m","GRMZM2G082855,GRMZM5G809695,GRMZM2G463904","Sb10g006670.1,Sb10g001970.1","BRADI1G46450.1,BRADI1G49950.1","MLOC_63726.1,MLOC_34350.4",ENOG410IFET,"Pleiotropic:_Plant_and_leaf_architecture,_Transpiration",development
248,Arabidopsis_thaliana,resistant to methyl viologen 1 (RMV1),AT5G05630,"GLYMA01G35320.1,GLYMA09G34750.1,GLYMA16G17460.1",Bra009122.1-P,"Solyc08g005540.1.1,Solyc08g075710.2.1,Solyc08g078100.1.1",LOC_Os03g37984.1,BGIOSGA013004-PA,Si013633m,GRMZM2G078292,Sb07g004285.1,BRADI3G16160.1,MLOC_13546.2,COG0531,Polyamine_uptake,Abiotic_stress_response
249,Arabidopsis_thaliana,RAS1,AT1G09950,"GLYMA07G18380.1,GLYMA18G43250.1","Bra019973.1-P,Bra031691.1-P",Solyc09g005610.2.1,,,,,,,,ENOG41117SN,Salt_and_abscisic_acid_sensitivity,Abiotic_stress_response
250,Arabidopsis_thaliana,AtHKT1,AT4G10310,"GLYMA01G00530.2,GLYMA06G42340.1,GLYMA07G15590.2,GLYMA12G16040.1",Bra033189.1-P,"Solyc07g014680.2.1,Solyc07g014690.2.1","LOC_Os01g20160.1,LOC_Os04g51830.1","BGIOSGA001800-PA,BGIOSGA014385-PA","Si001214m,Si001234m,Si009720m",GRMZM2G047616,"Sb03g012590.1,Sb06g027900.1","BRADI1G45940.1,BRADI5G21030.1",MLOC_58742.2,COG0168,Salt_tolerance,Abiotic_stress_response
251,Arabidopsis_thaliana,DOG1 (DELAY OF GERMINATION 1),AT5G45830,,"Bra017589.1-P,Bra025050.1-P","Solyc02g072570.1.1,Solyc02g073570.1.1,Solyc03g006120.2.1",,BGIOSGA004490-PA,Si005106m,GRMZM2G446220,Sb03g035150.1,BRADI1G44237.1,MLOC_18507.1,ENOG410YM4K,Seed_dormancy,development
252,Arabidopsis_thaliana,Brevis radix (BRX),AT1G31880,"GLYMA01G35180.2,GLYMA16G08070.2,GLYMA16G17590.2","Bra023219.1-P,Bra033869.1-P,Bra035521.1-P","Solyc08g075920.2.1,Solyc12g096110.1.1",LOC_Os02g47230.1,"BGIOSGA005786-PA,BGIOSGA014419-PA","Si010371m,Si017173m","GRMZM2G108996,GRMZM2G374203","Sb04g030790.1,Sb06g027450.1","BRADI3G52537.1,BRADI5G20580.1","MLOC_37555.4,MLOC_63913.1",ENOG410YFJP,Shorter_root,development
253,Arabidopsis_thaliana,GLABROUS1,AT3G27920,,"Bra025311.1-P,Bra039065.1-P",,,,,,,,,COG5147,Trichome_(leaves),development
